user_id,incentive_type,incentive_cost,estimated_revenue_30d
6769,cashback,5.0,0.54
6770,cashback,5.0,0.0
6774,welcome_bonus,8.0,0.71
6776,referral_bonus,12.0,1.04
6778,welcome_bonus,8.0,0.77
6779,referral_bonus,12.0,1.36
6780,referral_bonus,12.0,0.56
6781,referral_bonus,12.0,0.62
6782,referral_bonus,12.0,1.47
6785,referral_bonus,12.0,0.08
6787,welcome_bonus,8.0,0.44
6791,welcome_bonus,8.0,0.3
6796,referral_bonus,12.0,1.27
6802,welcome_bonus,8.0,0.44
6803,referral_bonus,12.0,0.7
6807,affiliate_reward,10.0,0.9
6808,referral_bonus,12.0,0.0
6809,welcome_bonus,8.0,1.17
6810,affiliate_reward,10.0,0.4
6812,welcome_bonus,8.0,0.65
6813,referral_bonus,12.0,0.42
6814,referral_bonus,12.0,0.52
6819,referral_bonus,12.0,2.56
6824,cashback,5.0,1.18
6825,welcome_bonus,8.0,0.53
6826,cashback,5.0,0.12
6829,affiliate_reward,10.0,0.21
6832,referral_bonus,12.0,0.92
6838,referral_bonus,12.0,1.18
6839,cashback,5.0,0.37
6840,welcome_bonus,8.0,1.68
6841,referral_bonus,12.0,0.38
6843,welcome_bonus,8.0,0.9
6848,referral_bonus,12.0,0.31
6849,referral_bonus,12.0,2.19
6850,referral_bonus,12.0,0.72
6853,welcome_bonus,8.0,1.81
6854,welcome_bonus,8.0,0.09
6857,welcome_bonus,8.0,2.34
6858,cashback,5.0,1.64
6863,cashback,5.0,1.13
6868,welcome_bonus,8.0,0.8
6869,welcome_bonus,8.0,0.26
6871,welcome_bonus,8.0,0.7
6879,referral_bonus,12.0,1.5
6880,welcome_bonus,8.0,0.22
6881,welcome_bonus,8.0,0.55
6883,welcome_bonus,8.0,0.92
6885,affiliate_reward,10.0,0.4
6886,referral_bonus,12.0,0.36
6889,referral_bonus,12.0,0.0
6890,referral_bonus,12.0,0.05
6892,cashback,5.0,0.79
6894,cashback,5.0,0.33
6897,cashback,5.0,1.43
6899,referral_bonus,12.0,0.54
6902,cashback,5.0,1.61
6903,referral_bonus,12.0,2.07
6904,cashback,5.0,0.62
6905,welcome_bonus,8.0,0.54
6908,affiliate_reward,10.0,1.0
6909,welcome_bonus,8.0,1.24
6910,cashback,5.0,0.71
6911,welcome_bonus,8.0,0.56
6912,welcome_bonus,8.0,0.35
6913,welcome_bonus,8.0,0.69
6914,welcome_bonus,8.0,0.42
6915,referral_bonus,12.0,0.63
6917,cashback,5.0,0.78
6920,referral_bonus,12.0,0.0
6921,welcome_bonus,8.0,1.28
6923,affiliate_reward,10.0,1.02
6927,welcome_bonus,8.0,0.27
6928,welcome_bonus,8.0,0.46
6934,welcome_bonus,8.0,0.56
6936,welcome_bonus,8.0,1.25
6937,welcome_bonus,8.0,0.71
6938,referral_bonus,12.0,0.54
6939,affiliate_reward,10.0,0.35
6940,referral_bonus,12.0,0.24
6941,cashback,5.0,0.61
6942,welcome_bonus,8.0,1.14
6943,welcome_bonus,8.0,1.13
6945,cashback,5.0,0.53
6947,welcome_bonus,8.0,0.46
6948,cashback,5.0,0.8
6950,affiliate_reward,10.0,1.69
6955,affiliate_reward,10.0,0.46
6958,cashback,5.0,0.28
6960,welcome_bonus,8.0,0.19
6961,affiliate_reward,10.0,0.7
6962,welcome_bonus,8.0,0.22
6963,cashback,5.0,0.48
6964,welcome_bonus,8.0,0.33
6965,referral_bonus,12.0,0.9
6972,referral_bonus,12.0,1.13
6978,affiliate_reward,10.0,0.85
6979,cashback,5.0,0.41
6981,referral_bonus,12.0,2.24
6983,welcome_bonus,8.0,0.71
6991,referral_bonus,12.0,0.6
6993,welcome_bonus,8.0,0.34
6994,welcome_bonus,8.0,0.5
6996,welcome_bonus,8.0,0.61
6997,affiliate_reward,10.0,0.46
7000,welcome_bonus,8.0,0.34
7003,cashback,5.0,1.28
7005,welcome_bonus,8.0,0.61
7008,welcome_bonus,8.0,0.48
7010,referral_bonus,12.0,0.69
7012,cashback,5.0,0.78
7016,referral_bonus,12.0,1.11
7018,cashback,5.0,0.02
7019,affiliate_reward,10.0,0.58
7021,referral_bonus,12.0,0.74
7022,referral_bonus,12.0,0.8
7024,referral_bonus,12.0,0.64
7025,cashback,5.0,0.99
7028,cashback,5.0,0.59
7030,cashback,5.0,0.66
7032,welcome_bonus,8.0,0.43
7035,welcome_bonus,8.0,0.68
7040,referral_bonus,12.0,0.17
7042,referral_bonus,12.0,2.8
7043,referral_bonus,12.0,0.64
7045,referral_bonus,12.0,1.19
7050,cashback,5.0,0.31
7053,welcome_bonus,8.0,0.68
7054,affiliate_reward,10.0,1.15
7059,cashback,5.0,1.44
7061,welcome_bonus,8.0,0.0
7063,welcome_bonus,8.0,0.25
7064,welcome_bonus,8.0,0.41
7065,cashback,5.0,1.29
7067,referral_bonus,12.0,0.21
7068,welcome_bonus,8.0,1.72
7072,referral_bonus,12.0,1.48
7073,affiliate_reward,10.0,0.51
7075,cashback,5.0,0.86
7080,referral_bonus,12.0,0.48
7082,referral_bonus,12.0,3.03
7084,referral_bonus,12.0,0.93
7085,referral_bonus,12.0,0.59
7092,referral_bonus,12.0,0.53
7095,cashback,5.0,0.81
7097,welcome_bonus,8.0,2.69
7100,welcome_bonus,8.0,0.43
7104,welcome_bonus,8.0,0.49
7105,referral_bonus,12.0,0.61
7109,welcome_bonus,8.0,0.19
7116,referral_bonus,12.0,0.86
7117,welcome_bonus,8.0,0.51
7119,referral_bonus,12.0,0.39
7120,referral_bonus,12.0,0.4
7121,welcome_bonus,8.0,0.63
7123,referral_bonus,12.0,0.45
7124,affiliate_reward,10.0,0.57
7125,referral_bonus,12.0,0.68
7130,cashback,5.0,2.13
7132,cashback,5.0,0.91
7135,cashback,5.0,1.14
7136,welcome_bonus,8.0,0.54
7137,welcome_bonus,8.0,0.98
7138,welcome_bonus,8.0,2.13
7142,welcome_bonus,8.0,0.28
7144,welcome_bonus,8.0,0.14
7145,referral_bonus,12.0,0.82
7147,referral_bonus,12.0,0.55
7150,referral_bonus,12.0,1.52
7151,welcome_bonus,8.0,0.88
7153,welcome_bonus,8.0,0.82
7159,affiliate_reward,10.0,0.49
7161,referral_bonus,12.0,0.69
7164,welcome_bonus,8.0,0.3
7167,cashback,5.0,1.24
7168,cashback,5.0,0.46
7169,welcome_bonus,8.0,0.39
7170,cashback,5.0,1.49
7171,welcome_bonus,8.0,0.48
7173,cashback,5.0,0.3
7176,referral_bonus,12.0,1.52
7177,affiliate_reward,10.0,0.79
7183,welcome_bonus,8.0,0.75
7186,referral_bonus,12.0,0.66
7187,welcome_bonus,8.0,0.61
7188,welcome_bonus,8.0,0.54
7191,referral_bonus,12.0,0.97
7192,referral_bonus,12.0,0.64
7193,referral_bonus,12.0,0.66
7195,referral_bonus,12.0,0.9
7199,cashback,5.0,1.49
7200,cashback,5.0,0.6
7202,referral_bonus,12.0,1.35
7210,cashback,5.0,2.24
7212,referral_bonus,12.0,0.65
7217,referral_bonus,12.0,0.78
7218,cashback,5.0,0.65
7219,welcome_bonus,8.0,0.52
7221,referral_bonus,12.0,1.62
7222,referral_bonus,12.0,1.75
7223,cashback,5.0,0.64
7227,referral_bonus,12.0,0.65
7233,cashback,5.0,0.84
7235,welcome_bonus,8.0,0.99
7238,affiliate_reward,10.0,0.74
7246,affiliate_reward,10.0,0.01
7249,referral_bonus,12.0,0.66
7250,referral_bonus,12.0,2.62
7254,welcome_bonus,8.0,0.93
7256,welcome_bonus,8.0,0.79
7258,welcome_bonus,8.0,0.96
7260,referral_bonus,12.0,0.82
7261,welcome_bonus,8.0,1.9
7267,welcome_bonus,8.0,0.09
7271,affiliate_reward,10.0,0.49
7272,welcome_bonus,8.0,1.32
7273,referral_bonus,12.0,0.51
7274,affiliate_reward,10.0,1.09
7276,welcome_bonus,8.0,0.61
7277,cashback,5.0,0.98
7278,welcome_bonus,8.0,0.84
7279,referral_bonus,12.0,1.08
7280,referral_bonus,12.0,0.72
7282,referral_bonus,12.0,0.18
7283,cashback,5.0,1.9
7284,cashback,5.0,0.47
7289,welcome_bonus,8.0,0.62
7290,referral_bonus,12.0,0.81
7293,cashback,5.0,0.15
7304,referral_bonus,12.0,0.39
7307,referral_bonus,12.0,0.5
7309,referral_bonus,12.0,0.97
7310,welcome_bonus,8.0,0.84
7311,welcome_bonus,8.0,0.76
7312,referral_bonus,12.0,0.24
7319,affiliate_reward,10.0,0.64
7320,cashback,5.0,0.52
7322,welcome_bonus,8.0,1.98
7326,affiliate_reward,10.0,1.25
7329,welcome_bonus,8.0,0.52
7332,welcome_bonus,8.0,0.57
7334,cashback,5.0,1.08
7335,referral_bonus,12.0,1.6
7336,referral_bonus,12.0,0.8
7339,referral_bonus,12.0,0.49
7341,welcome_bonus,8.0,0.49
7344,affiliate_reward,10.0,0.47
7346,cashback,5.0,0.58
7349,referral_bonus,12.0,1.04
7351,referral_bonus,12.0,1.84
7353,referral_bonus,12.0,1.28
7354,referral_bonus,12.0,0.51
7356,referral_bonus,12.0,1.91
7358,cashback,5.0,0.61
7362,referral_bonus,12.0,1.86
7364,affiliate_reward,10.0,0.94
7367,referral_bonus,12.0,1.3
7369,referral_bonus,12.0,0.68
7372,cashback,5.0,1.04
7373,cashback,5.0,0.61
7377,referral_bonus,12.0,2.0
7378,cashback,5.0,0.61
7385,affiliate_reward,10.0,0.45
7392,welcome_bonus,8.0,0.2
7393,referral_bonus,12.0,0.91
7394,cashback,5.0,0.62
7395,referral_bonus,12.0,0.0
7396,welcome_bonus,8.0,0.59
7397,welcome_bonus,8.0,1.36
7399,referral_bonus,12.0,2.45
7406,affiliate_reward,10.0,0.54
7407,referral_bonus,12.0,0.89
7409,cashback,5.0,2.16
7410,cashback,5.0,1.54
7411,affiliate_reward,10.0,1.04
7413,referral_bonus,12.0,2.49
7418,referral_bonus,12.0,0.71
7419,affiliate_reward,10.0,0.52
7420,referral_bonus,12.0,0.42
7422,cashback,5.0,1.11
7423,referral_bonus,12.0,1.86
7424,welcome_bonus,8.0,0.6
7426,welcome_bonus,8.0,2.12
7433,welcome_bonus,8.0,0.79
7434,cashback,5.0,0.86
7435,referral_bonus,12.0,1.61
7436,referral_bonus,12.0,0.85
7438,affiliate_reward,10.0,0.38
7439,welcome_bonus,8.0,0.39
7440,welcome_bonus,8.0,0.89
7441,referral_bonus,12.0,0.64
7442,referral_bonus,12.0,1.64
7452,welcome_bonus,8.0,0.81
7454,welcome_bonus,8.0,0.98
7455,referral_bonus,12.0,0.68
7458,welcome_bonus,8.0,0.66
7460,welcome_bonus,8.0,1.77
7461,referral_bonus,12.0,0.55
7462,referral_bonus,12.0,0.33
7463,cashback,5.0,0.42
7464,cashback,5.0,0.83
7465,referral_bonus,12.0,0.56
7466,welcome_bonus,8.0,0.34
7470,welcome_bonus,8.0,0.47
7471,referral_bonus,12.0,0.42
7473,affiliate_reward,10.0,0.81
7474,referral_bonus,12.0,0.49
7475,referral_bonus,12.0,0.56
7476,referral_bonus,12.0,0.24
7478,cashback,5.0,1.62
7479,welcome_bonus,8.0,0.14
7480,cashback,5.0,0.64
7482,referral_bonus,12.0,1.29
7483,referral_bonus,12.0,1.74
7485,cashback,5.0,0.0
7491,referral_bonus,12.0,0.34
7493,referral_bonus,12.0,2.14
7497,referral_bonus,12.0,0.48
7499,referral_bonus,12.0,1.39
7500,referral_bonus,12.0,0.5
7501,referral_bonus,12.0,0.74
7502,affiliate_reward,10.0,0.73
7503,referral_bonus,12.0,0.42
7504,referral_bonus,12.0,1.54
7506,referral_bonus,12.0,2.33
7508,welcome_bonus,8.0,0.67
7511,referral_bonus,12.0,0.62
7512,affiliate_reward,10.0,0.35
7514,affiliate_reward,10.0,0.37
7516,cashback,5.0,0.9
7517,referral_bonus,12.0,0.37
7518,affiliate_reward,10.0,0.4
7520,affiliate_reward,10.0,0.31
7521,referral_bonus,12.0,0.3
7522,referral_bonus,12.0,0.62
7523,referral_bonus,12.0,0.84
7526,welcome_bonus,8.0,0.29
7531,welcome_bonus,8.0,0.0
7534,welcome_bonus,8.0,0.52
7537,referral_bonus,12.0,0.84
7538,welcome_bonus,8.0,0.43
7539,welcome_bonus,8.0,0.49
7543,welcome_bonus,8.0,0.13
7544,welcome_bonus,8.0,0.54
7548,affiliate_reward,10.0,0.45
7550,affiliate_reward,10.0,0.04
7556,referral_bonus,12.0,1.25
7557,cashback,5.0,0.48
7559,cashback,5.0,1.67
7560,welcome_bonus,8.0,0.34
7563,referral_bonus,12.0,0.4
7567,welcome_bonus,8.0,0.23
7573,referral_bonus,12.0,1.24
7576,welcome_bonus,8.0,0.46
7577,welcome_bonus,8.0,0.62
7580,welcome_bonus,8.0,0.33
7581,welcome_bonus,8.0,0.27
7582,welcome_bonus,8.0,0.4
7584,referral_bonus,12.0,0.88
7588,cashback,5.0,1.34
7592,welcome_bonus,8.0,0.63
7593,welcome_bonus,8.0,0.59
7594,referral_bonus,12.0,0.85
7595,affiliate_reward,10.0,0.75
7596,referral_bonus,12.0,0.55
7597,cashback,5.0,1.15
7598,welcome_bonus,8.0,0.64
7603,welcome_bonus,8.0,0.01
7604,cashback,5.0,0.12
7607,cashback,5.0,0.88
7608,affiliate_reward,10.0,0.64
7611,welcome_bonus,8.0,0.51
7612,welcome_bonus,8.0,2.4
7614,welcome_bonus,8.0,0.0
7616,welcome_bonus,8.0,0.27
7624,welcome_bonus,8.0,0.56
7627,referral_bonus,12.0,0.43
7628,welcome_bonus,8.0,0.89
7629,referral_bonus,12.0,1.99
7630,referral_bonus,12.0,1.25
7631,referral_bonus,12.0,0.0
7633,welcome_bonus,8.0,3.29
7637,referral_bonus,12.0,0.49
7640,referral_bonus,12.0,0.33
7642,referral_bonus,12.0,1.04
7643,referral_bonus,12.0,0.51
7651,welcome_bonus,8.0,0.09
7654,welcome_bonus,8.0,0.3
7655,cashback,5.0,0.39
7657,referral_bonus,12.0,0.41
7659,welcome_bonus,8.0,0.4
7661,welcome_bonus,8.0,0.33
7665,affiliate_reward,10.0,0.43
7666,referral_bonus,12.0,0.63
7667,welcome_bonus,8.0,1.79
7668,cashback,5.0,1.1
7670,cashback,5.0,0.37
7671,welcome_bonus,8.0,0.46
7672,cashback,5.0,1.88
7677,welcome_bonus,8.0,0.27
7678,welcome_bonus,8.0,0.66
7681,welcome_bonus,8.0,0.23
7682,affiliate_reward,10.0,0.32
7684,welcome_bonus,8.0,0.57
7688,referral_bonus,12.0,0.3
7690,welcome_bonus,8.0,0.37
7691,welcome_bonus,8.0,0.23
7692,referral_bonus,12.0,0.91
7694,welcome_bonus,8.0,0.67
7695,referral_bonus,12.0,0.59
7696,welcome_bonus,8.0,0.34
7697,referral_bonus,12.0,0.8
7699,referral_bonus,12.0,1.05
7700,cashback,5.0,0.59
7704,welcome_bonus,8.0,1.56
7705,welcome_bonus,8.0,0.13
7706,welcome_bonus,8.0,0.48
7709,referral_bonus,12.0,0.57
7712,welcome_bonus,8.0,0.46
7717,referral_bonus,12.0,0.0
7718,referral_bonus,12.0,0.53
7720,affiliate_reward,10.0,0.46
7721,cashback,5.0,3.27
7724,welcome_bonus,8.0,0.5
7730,affiliate_reward,10.0,0.33
7731,referral_bonus,12.0,1.06
7732,welcome_bonus,8.0,0.5
7737,referral_bonus,12.0,0.73
7738,cashback,5.0,0.79
7739,referral_bonus,12.0,0.7
7740,referral_bonus,12.0,0.69
7742,referral_bonus,12.0,0.32
7744,affiliate_reward,10.0,1.39
7745,welcome_bonus,8.0,0.91
7746,cashback,5.0,0.52
7749,referral_bonus,12.0,0.91
7750,referral_bonus,12.0,0.38
7752,referral_bonus,12.0,0.79
7753,cashback,5.0,0.75
7755,welcome_bonus,8.0,1.26
7756,referral_bonus,12.0,2.33
7758,cashback,5.0,0.94
7759,welcome_bonus,8.0,0.83
7760,referral_bonus,12.0,0.15
7762,cashback,5.0,1.3
7763,cashback,5.0,0.83
7766,referral_bonus,12.0,0.96
7768,referral_bonus,12.0,0.69
7773,welcome_bonus,8.0,1.86
7776,referral_bonus,12.0,0.89
7777,referral_bonus,12.0,0.42
7779,referral_bonus,12.0,0.64
7783,referral_bonus,12.0,0.91
7784,referral_bonus,12.0,0.64
7785,welcome_bonus,8.0,0.36
7786,welcome_bonus,8.0,0.39
7789,referral_bonus,12.0,1.53
7790,referral_bonus,12.0,0.52
7793,cashback,5.0,0.84
7794,cashback,5.0,0.46
7795,referral_bonus,12.0,0.55
7797,referral_bonus,12.0,1.37
7798,welcome_bonus,8.0,0.35
7799,welcome_bonus,8.0,1.44
7800,welcome_bonus,8.0,0.96
7801,referral_bonus,12.0,0.69
7805,cashback,5.0,0.84
7806,cashback,5.0,0.22
7807,referral_bonus,12.0,0.63
7810,welcome_bonus,8.0,1.88
7811,welcome_bonus,8.0,0.85
7816,welcome_bonus,8.0,0.0
7817,cashback,5.0,0.38
7821,welcome_bonus,8.0,0.55
7823,welcome_bonus,8.0,0.0
7824,cashback,5.0,0.98
7827,welcome_bonus,8.0,0.21
7830,cashback,5.0,1.95
7832,affiliate_reward,10.0,0.76
7834,welcome_bonus,8.0,0.35
7835,cashback,5.0,0.42
7836,affiliate_reward,10.0,0.0
7838,cashback,5.0,0.61
7840,welcome_bonus,8.0,0.55
7842,welcome_bonus,8.0,0.6
7843,welcome_bonus,8.0,0.78
7846,referral_bonus,12.0,0.75
7847,cashback,5.0,0.5
7852,welcome_bonus,8.0,0.59
7853,welcome_bonus,8.0,0.76
7856,referral_bonus,12.0,0.23
7857,referral_bonus,12.0,1.75
7858,referral_bonus,12.0,0.23
7860,referral_bonus,12.0,0.53
7861,referral_bonus,12.0,1.45
7863,welcome_bonus,8.0,0.48
7864,welcome_bonus,8.0,1.1
7865,welcome_bonus,8.0,0.27
7866,referral_bonus,12.0,0.82
7867,cashback,5.0,0.54
7871,welcome_bonus,8.0,0.42
7873,affiliate_reward,10.0,0.89
7877,referral_bonus,12.0,0.38
7878,referral_bonus,12.0,0.22
7879,referral_bonus,12.0,1.38
7880,referral_bonus,12.0,1.4
7883,welcome_bonus,8.0,0.43
7885,welcome_bonus,8.0,0.66
7888,cashback,5.0,1.03
7890,affiliate_reward,10.0,0.59
7892,referral_bonus,12.0,0.23
7894,referral_bonus,12.0,1.5
7895,welcome_bonus,8.0,0.98
7898,cashback,5.0,1.02
7899,referral_bonus,12.0,0.53
7904,cashback,5.0,0.91
7906,welcome_bonus,8.0,0.77
7913,referral_bonus,12.0,0.61
7914,affiliate_reward,10.0,0.57
7915,referral_bonus,12.0,0.78
7917,referral_bonus,12.0,1.48
7919,referral_bonus,12.0,0.2
7922,referral_bonus,12.0,1.37
7923,welcome_bonus,8.0,0.66
7924,welcome_bonus,8.0,0.41
7925,referral_bonus,12.0,0.2
7929,welcome_bonus,8.0,0.07
7932,referral_bonus,12.0,1.67
7934,referral_bonus,12.0,0.3
7936,affiliate_reward,10.0,0.72
7938,cashback,5.0,1.66
7940,referral_bonus,12.0,0.91
7941,referral_bonus,12.0,0.66
7942,referral_bonus,12.0,0.52
7944,cashback,5.0,0.98
7945,welcome_bonus,8.0,0.62
7946,welcome_bonus,8.0,1.8
7947,affiliate_reward,10.0,0.54
7949,referral_bonus,12.0,3.3
7950,referral_bonus,12.0,0.82
7954,referral_bonus,12.0,0.17
7955,welcome_bonus,8.0,0.65
7957,welcome_bonus,8.0,0.54
7958,cashback,5.0,0.18
7960,affiliate_reward,10.0,1.16
7964,referral_bonus,12.0,0.3
7968,welcome_bonus,8.0,0.72
7970,referral_bonus,12.0,0.75
7971,referral_bonus,12.0,1.81
7972,welcome_bonus,8.0,0.37
7974,welcome_bonus,8.0,0.81
7977,referral_bonus,12.0,0.66
7978,welcome_bonus,8.0,1.53
7980,welcome_bonus,8.0,0.57
7983,cashback,5.0,0.43
7984,referral_bonus,12.0,0.82
7988,welcome_bonus,8.0,1.01
7989,referral_bonus,12.0,1.74
7990,cashback,5.0,0.84
7992,welcome_bonus,8.0,1.76
7993,referral_bonus,12.0,0.55
7994,referral_bonus,12.0,0.36
7997,cashback,5.0,0.6
8005,affiliate_reward,10.0,0.69
8007,referral_bonus,12.0,1.58
8010,welcome_bonus,8.0,0.29
8011,referral_bonus,12.0,0.88
8013,cashback,5.0,1.03
8016,referral_bonus,12.0,0.69
8017,referral_bonus,12.0,3.12
8020,welcome_bonus,8.0,0.12
8021,welcome_bonus,8.0,0.52
8025,referral_bonus,12.0,1.61
8027,referral_bonus,12.0,0.82
8028,referral_bonus,12.0,1.35
8029,affiliate_reward,10.0,0.41
8034,referral_bonus,12.0,0.53
8037,referral_bonus,12.0,1.2
8039,cashback,5.0,0.78
8040,cashback,5.0,0.88
8042,welcome_bonus,8.0,0.12
8044,referral_bonus,12.0,0.58
8046,referral_bonus,12.0,0.16
8047,welcome_bonus,8.0,1.74
8048,referral_bonus,12.0,1.36
8050,welcome_bonus,8.0,1.15
8052,welcome_bonus,8.0,0.73
8053,cashback,5.0,1.98
8055,welcome_bonus,8.0,0.25
8058,welcome_bonus,8.0,0.39
8062,referral_bonus,12.0,0.78
8064,welcome_bonus,8.0,1.39
8065,referral_bonus,12.0,0.51
8067,welcome_bonus,8.0,0.32
8074,affiliate_reward,10.0,0.2
8076,welcome_bonus,8.0,0.06
8077,referral_bonus,12.0,0.23
8078,referral_bonus,12.0,0.63
8079,welcome_bonus,8.0,0.52
8080,welcome_bonus,8.0,0.64
8081,welcome_bonus,8.0,0.43
8086,referral_bonus,12.0,0.41
8089,affiliate_reward,10.0,0.61
8090,welcome_bonus,8.0,0.56
8091,welcome_bonus,8.0,0.57
8093,cashback,5.0,0.48
8094,referral_bonus,12.0,0.6
8095,welcome_bonus,8.0,0.15
8099,welcome_bonus,8.0,0.58
8102,referral_bonus,12.0,0.97
8103,welcome_bonus,8.0,0.53
8106,referral_bonus,12.0,0.32
8109,welcome_bonus,8.0,0.11
8111,affiliate_reward,10.0,0.25
8112,referral_bonus,12.0,0.67
8114,cashback,5.0,0.41
8115,welcome_bonus,8.0,0.9
8121,cashback,5.0,0.63
8125,cashback,5.0,0.46
8127,affiliate_reward,10.0,0.05
8128,cashback,5.0,1.36
8129,welcome_bonus,8.0,1.12
8132,referral_bonus,12.0,0.64
8134,referral_bonus,12.0,0.41
8135,welcome_bonus,8.0,0.0
8137,cashback,5.0,0.69
8139,welcome_bonus,8.0,0.66
8142,welcome_bonus,8.0,0.31
8144,welcome_bonus,8.0,0.47
8145,referral_bonus,12.0,0.33
8149,welcome_bonus,8.0,0.47
8151,cashback,5.0,0.64
8152,referral_bonus,12.0,0.84
8154,welcome_bonus,8.0,0.98
8155,welcome_bonus,8.0,0.17
8161,welcome_bonus,8.0,0.15
8168,welcome_bonus,8.0,0.73
8170,referral_bonus,12.0,1.61
8171,referral_bonus,12.0,0.48
8173,welcome_bonus,8.0,2.48
8174,referral_bonus,12.0,1.1
8177,welcome_bonus,8.0,0.57
8178,welcome_bonus,8.0,0.34
8194,welcome_bonus,8.0,0.51
8195,affiliate_reward,10.0,0.3
8198,referral_bonus,12.0,0.52
8199,welcome_bonus,8.0,0.58
8203,cashback,5.0,1.41
8204,referral_bonus,12.0,0.45
8205,welcome_bonus,8.0,0.54
8210,cashback,5.0,0.52
8213,referral_bonus,12.0,0.73
8214,cashback,5.0,0.05
8215,cashback,5.0,0.83
8220,referral_bonus,12.0,1.45
8221,referral_bonus,12.0,0.27
8224,referral_bonus,12.0,0.26
8225,welcome_bonus,8.0,0.17
8227,affiliate_reward,10.0,0.68
8228,referral_bonus,12.0,0.76
8229,referral_bonus,12.0,1.1
8232,referral_bonus,12.0,0.75
8236,welcome_bonus,8.0,0.68
8238,welcome_bonus,8.0,0.16
8241,welcome_bonus,8.0,0.19
8246,referral_bonus,12.0,1.64
8250,affiliate_reward,10.0,0.12
8255,cashback,5.0,0.24
8256,affiliate_reward,10.0,0.86
8257,referral_bonus,12.0,0.69
8260,cashback,5.0,0.76
8261,referral_bonus,12.0,1.23
8262,referral_bonus,12.0,0.38
8266,welcome_bonus,8.0,0.17
8269,referral_bonus,12.0,1.49
8271,affiliate_reward,10.0,0.08
8272,referral_bonus,12.0,0.5
8276,welcome_bonus,8.0,0.46
8277,cashback,5.0,0.86
8278,referral_bonus,12.0,1.14
8279,referral_bonus,12.0,1.25
8280,welcome_bonus,8.0,0.48
8282,cashback,5.0,0.21
8285,referral_bonus,12.0,0.66
8288,referral_bonus,12.0,0.26
8291,welcome_bonus,8.0,0.65
8292,welcome_bonus,8.0,0.56
8293,cashback,5.0,0.56
8295,welcome_bonus,8.0,0.0
8296,welcome_bonus,8.0,0.72
8301,affiliate_reward,10.0,0.54
8303,welcome_bonus,8.0,0.65
8304,affiliate_reward,10.0,0.36
8305,cashback,5.0,0.4
8311,cashback,5.0,0.37
8312,referral_bonus,12.0,1.13
8313,referral_bonus,12.0,0.23
8314,cashback,5.0,0.38
8315,referral_bonus,12.0,0.52
8316,welcome_bonus,8.0,0.29
8317,affiliate_reward,10.0,0.52
8318,referral_bonus,12.0,2.64
8320,cashback,5.0,0.49
8321,affiliate_reward,10.0,0.77
8323,cashback,5.0,1.08
8324,cashback,5.0,0.87
8328,affiliate_reward,10.0,0.85
8329,referral_bonus,12.0,1.7
8330,referral_bonus,12.0,0.34
8332,welcome_bonus,8.0,0.76
8333,welcome_bonus,8.0,0.32
8334,welcome_bonus,8.0,1.09
8335,referral_bonus,12.0,0.69
8338,referral_bonus,12.0,1.24
8340,affiliate_reward,10.0,0.52
8341,referral_bonus,12.0,1.16
8343,welcome_bonus,8.0,0.32
8344,welcome_bonus,8.0,0.62
8345,referral_bonus,12.0,0.32
8347,cashback,5.0,0.97
8352,referral_bonus,12.0,0.24
8355,welcome_bonus,8.0,0.69
8357,affiliate_reward,10.0,0.46
8359,welcome_bonus,8.0,0.8
8362,cashback,5.0,1.54
8366,cashback,5.0,0.49
8368,affiliate_reward,10.0,0.28
8369,cashback,5.0,0.82
8371,welcome_bonus,8.0,0.16
8373,referral_bonus,12.0,1.28
8376,welcome_bonus,8.0,0.58
8378,welcome_bonus,8.0,0.62
8382,referral_bonus,12.0,0.3
8385,welcome_bonus,8.0,0.56
8386,welcome_bonus,8.0,0.43
8387,cashback,5.0,0.64
8389,welcome_bonus,8.0,0.34
8390,affiliate_reward,10.0,1.09
8393,cashback,5.0,0.5
8397,referral_bonus,12.0,0.23
8398,referral_bonus,12.0,0.28
8402,welcome_bonus,8.0,0.86
8404,referral_bonus,12.0,1.3
8407,referral_bonus,12.0,0.46
8409,referral_bonus,12.0,0.51
8410,referral_bonus,12.0,0.34
8411,welcome_bonus,8.0,0.6
8414,cashback,5.0,0.3
8415,affiliate_reward,10.0,0.49
8417,referral_bonus,12.0,0.38
8418,welcome_bonus,8.0,1.31
8420,welcome_bonus,8.0,1.44
8421,referral_bonus,12.0,0.34
8423,cashback,5.0,1.32
8426,referral_bonus,12.0,0.32
8428,referral_bonus,12.0,0.29
8434,cashback,5.0,0.67
8436,welcome_bonus,8.0,1.01
8437,affiliate_reward,10.0,0.29
8440,referral_bonus,12.0,1.1
8442,affiliate_reward,10.0,0.46
8443,welcome_bonus,8.0,1.63
8444,welcome_bonus,8.0,0.8
8445,referral_bonus,12.0,0.41
8448,welcome_bonus,8.0,0.44
8451,referral_bonus,12.0,0.51
8453,cashback,5.0,0.37
8456,welcome_bonus,8.0,1.36
8460,affiliate_reward,10.0,0.84
8461,referral_bonus,12.0,0.5
8463,welcome_bonus,8.0,1.56
8468,welcome_bonus,8.0,1.15
8469,referral_bonus,12.0,1.09
8470,referral_bonus,12.0,0.43
8471,cashback,5.0,0.4
8472,welcome_bonus,8.0,1.06
8479,cashback,5.0,1.3
8480,welcome_bonus,8.0,0.88
8481,cashback,5.0,1.32
8482,affiliate_reward,10.0,1.1
